global_n,global_mean,global_std,global_min,global_max,global_amp,global_slope,t_peak,rise_slope,decay_slope,asymmetry,dur_half,u_n,u_mean,u_std,u_min,u_max,u_amp,u_slope,u_tpeak_offset,g_n,g_mean,g_std,g_min,g_max,g_amp,g_slope,g_tpeak_offset,r_n,r_mean,r_std,r_min,r_max,r_amp,r_slope,r_tpeak_offset,i_n,i_mean,i_std,i_min,i_max,i_amp,i_slope,i_tpeak_offset,z_n,z_mean,z_std,z_min,z_max,z_amp,z_slope,z_tpeak_offset,y_n,y_mean,y_std,y_min,y_max,y_amp,y_slope,y_tpeak_offset,object_id,target
65,0.9284827061538462,4.7663518437343235,-2.75628465,25.04734337,27.80362802,-0.0013034475378498932,63772.1655,0.005314707723357434,12451933.879999999,2342479031.585145,2,5.0,0.9497818247277372,1.6630981117924326,0.000708041151723608,4.2711361372233005,4.270428096071577,-0.001346243991703359,8.801899999998568,6.0,-0.5391517819096997,0.8929241946083999,-1.2314124169162934,1.4182406012622795,2.649653018178573,0.0005244124480295184,52.811399999998685,16,1.4125783022318212,4.120775069551242,-1.7450951208074137,13.802699740854353,15.547794861661766,-0.0016545359072755606,8.801899999998568,15,2.612141092584617,7.568869826809442,-2.7319395755712486,28.39276769422255,31.1247072697938,0.0002284319411199519,0.0,12,1.4777337073911936,8.439712617064819,-2.993085749679728,29.158264384599295,32.15135013427902,-0.00086258344401976,0.0,11.0,-0.45379345622328054,2.781462080825723,-3.11260539938174,6.6246140264453635,9.737219425827103,-0.002654639628875915,17.603799999997136,Dornhoth_fervain_onodrim,0
167,0.38862155808383236,1.367368463423476,-1.74708161,11.37549944,13.12258105,0.00023739881720414652,62749.8915,-2.051417432750902,-0.009124629847419354,0.004447961323611316,2,15.0,0.034911757562188984,0.7044122496411006,-1.0328677320151507,1.3704912362588824,2.4033589682740333,0.00020381466554854943,-829.3220999999976,16.0,0.21840751343522125,0.4250210065750282,-0.34066935804317,1.5150722055458101,1.85574156358898,0.00023085765111297287,-7.7026999999943655,35,0.3173030968402051,0.748613888614481,-0.42958769977756944,3.027456535358093,3.4570442351356623,5.220548440828732e-05,-7.7026999999943655,37,0.3955688844086811,1.0679837949474893,-0.41824478544840005,5.809649546801068,6.227894332249468,0.00018134705461404104,-2.5674999999973807,35,0.5707646806744602,1.5915048081096825,-1.1773470274077416,7.832792466732892,9.010139494140633,0.0004507140480466091,2.5676000000021304,29.0,0.7528159745595041,2.6200784396781063,-1.862744081988533,12.128594417248701,13.991338499237234,0.0005680352381100992,0.0,Dornhoth_galadh_ylf,0
35,1.6913472105714287,2.6029373143924897,-6.40081627,6.61791528,13.01873155,0.0010890176586103586,63991.6229,0.010443532429211182,0.10432134860877573,9.988130087758707,8,5.0,0.07759900634677486,3.7572280760428622,-5.486148945948593,4.712420080419068,10.198569026367661,0.016678340644527216,405.6224999999977,9.0,3.678376486788977,2.765195544087667,0.2576265869635841,8.5083767153137,8.250750128350116,-0.012016312036135707,-39.043799999999464,5,5.462329102167219,3.6474920956648784,2.055799300802642,11.552148762603641,9.496349461801,-0.014472984175111591,-34.70560000000114,6,7.948637904781826,8.042198871636767,-9.117536058132059,15.076023048489482,24.193559106621542,0.013468801139190188,0.0,8,8.90120722627845,4.04932951836301,2.67293548561696,14.686597851795357,12.013662366178398,0.008322900720586128,0.0,2.0,0.061811921417052496,12.173240188930716,-12.111428267513663,12.235052110347768,24.346480377861432,0.03170681061494542,34.705699999998615,Elrim_melethril_thul,0
798,0.375365816065163,0.8592203621496602,-7.64181817,5.35382124,12.995639409999999,0.00019944576339120542,63824.1863,-0.00018186751044521203,-0.0005145233847586202,2.8136402333358927,7,108.0,0.16131530445412032,0.4631711514102185,-1.5345914916818348,1.6955094217441031,3.2301009134259377,9.660487705659011e-05,45.82619999999588,134.0,0.2898122278704728,0.36196441401931806,-0.47682558205650394,1.4249202928375555,1.9017458748940594,0.00016162299880587594,-1615.3757000000041,149,0.44804396551711717,0.5375791727499243,-0.7221090903942583,1.922080375806919,2.644189466201177,0.00031588657890735655,-272.0933999999979,160,0.4561940784008627,0.6418195067808663,-0.7766409802074526,2.2708232291681574,3.04746420937561,0.00026559920421804226,-1615.3757000000041,132,0.5400310359900523,0.7162533216660878,-1.2693982445626986,3.0363041928161354,4.305702437378834,0.00025370436226181624,-1629.6964000000007,115.0,0.34785059456724704,1.8221870687229522,-7.743845860260969,5.425301351543576,13.169147211804546,8.547776385684843e-05,0.0,Ithil_tobas_rodwen,0
129,0.23383157178294572,1.1421010231658908,-3.06039909,5.38446301,8.4448621,-0.0003889487182681793,62579.94,0.1549339779479049,0.013235701602143376,0.08542745981216539,2,13.0,-0.01817917693424565,0.525204055593212,-1.0711274391905758,0.6854500648765738,1.7565775040671496,-0.00012949242629019703,-340.1756999999998,14.0,0.05599977231652261,0.9391732252727765,-1.3311341122557332,1.7949879959211796,3.126122108176913,-0.0005490509974252772,-335.75790000000416,33,0.24211378961336552,1.227017338056504,-1.8448515041865967,2.7099190108436653,4.5547705150302615,-0.0006545527436428866,-119.28240000000369,28,0.4295223188366612,1.4832952018920702,-1.4331403993271912,6.023687008787902,7.4568274081150925,-0.0004831176564247344,0.0,27,0.32103090749186014,1.1684808487977683,-2.565155854222832,2.927114682542348,5.492270536765179,-0.00048344812774149103,-483.75640000000567,14.0,0.3071382314181023,1.7510796752150226,-3.2630074409750054,2.527455444801279,5.790462885776284,0.0005281866961393424,86.14839999999822,Mirion_adar_Druadan,0
119,1.0243888689075633,1.1629102385756382,-6.35179869,4.50454881,10.8563475,0.0003790217104178965,64589.828,0.0033533997283423196,-404897.3600000001,120706353.68197237,11,8.0,0.5361672041102218,0.3656956379385812,-0.030288833047775073,0.9971278749114129,1.0274167079591878,0.0004286810966223687,-78.6739000000016,13.0,0.964194768497944,0.4270093031756843,0.29593007065342214,1.587915104178642,1.2919850335252199,0.00025421058880270337,11.655399999996007,32,1.084015653720097,0.6300998371300064,0.15801005384369646,2.8221819466308844,2.664171892787188,0.0004907935168797322,-1217.9880000000048,26,1.3332429232051433,1.0688579628869708,-0.8424732129418373,3.3400412638923034,4.1825144768341405,0.0008770383090105352,-145.6923999999999,20,1.5058573650867406,0.9960963156210957,-0.1219013233895678,3.470426421502481,3.592327744892049,0.0004511069795197366,-1483.1480999999985,20.0,0.983807090271379,2.376024515986281,-6.74243433269122,4.781578578307774,11.524012910998994,0.00024080083276749943,0.0,Mirion_lalaith_neledh,0
138,0.2597588066666667,0.5761349046816879,-1.63261102,1.91451153,3.54712255,9.446074743864934e-05,63643.465,-0.0023080353781800406,22120.97000000002,9580178.029769104,17,11.0,0.09611529046177723,0.6758706030561944,-1.0006518966345415,1.2444913412647103,2.245143237899252,-0.00013976442153255014,-312.012999999999,15.0,0.08134558057977734,0.22672306957226013,-0.1897836200400334,0.6230159553646326,0.812799575404666,-8.522878303348765e-05,-12.822499999994761,27,0.3402167337699634,0.4949540156479116,-0.36140389407970475,1.4431828071124146,1.8045867011921195,0.00012133393650939359,-6.4112999999997555,36,0.4440910242244348,0.8991392966444345,-0.842170870592886,2.5738189032184735,3.4159897738113596,0.00029910490857732017,0.0,34,0.487951329636467,0.7366873089064688,-0.7354716035358703,2.199419937566196,2.934891541102066,0.00027344652246038577,25.6449000000066,15.0,0.2348170319997926,1.0099860563447238,-1.9334044935416304,2.0920910838319755,4.025495577373606,-0.00011009455646083425,-4.274199999999837,Rochirrim_lebdas_pethron,0
108,2.414019052222222,2.3168074578477316,-2.26514845,9.53701062,11.80215907,0.0019128688172510325,62461.1101,0.009647890334498555,0.0,0.0,20,7.0,1.590789828234875,1.2606631322244888,-0.6395641049795722,3.0194492901160586,3.6590133950956307,-0.0006814307207860972,-845.197699999997,9.0,1.8565262580124948,1.5193622383589405,-1.1235495927573216,3.8780788852045283,5.00162847796185,-0.0013190390947184641,-845.197699999997,26,3.185222516811043,2.3833379872507017,-1.4772638052421985,8.798485972820501,10.2757497780627,0.001747569550656121,-9.670399999995425,21,2.4930489192994965,2.627836291513554,-1.5065303717888243,7.180384322245811,8.686914694034634,0.001671728036044038,-52.220399999998335,26,2.6076240877958075,2.4261979952491086,-1.5902952194219921,6.646621893866409,8.236917113288401,0.0017922450897803867,-858.7362999999968,19.0,3.014922050492611,3.1412492535832537,-2.39649578476412,10.090025556638748,12.486521341402868,0.004216723457251365,0.0,acharn_lend_Mithrim,0
162,0.06854626734567904,0.7199677531195714,-4.26361499,2.48508022,6.748695209999999,0.00010529282170935703,63496.425,0.008678398351545671,0.00108725652310419,0.12526865101318524,3,12.0,0.1091011120464012,0.18135830389546714,-0.13069532426708885,0.4662448520684743,0.5969401763355632,4.8060690078245656e-05,599.5401999999958,12.0,0.01544907592419463,0.1164548618718189,-0.20714356779572954,0.2193368877031362,0.4264804554988657,-3.185872255570415e-05,-955.7027000000016,40,0.6398028499001486,0.36540936775593713,-0.534982223749532,1.1610349739462553,1.6960171976957872,0.0001590820550292147,-492.69140000000334,36,0.011491004353288769,0.33239737129059693,-0.7850694914323806,0.6881542304907747,1.4732237219231554,6.672574163830412e-05,-267.1218000000008,38,-0.07178515513081792,0.713931931784456,-1.345973707626564,2.648136775935217,3.994110483561781,0.0001466115317782178,0.0,24.0,-0.47203903132671643,1.3850150905177896,-4.4859866873221605,2.2233256134097514,6.709312300731912,0.0002714696759343283,940.8626000000004,achas_iar_gaur,0
103,0.5112550545631067,0.8941624360788375,-1.84192211,2.9756288,4.81755091,0.0003881363390058008,63822.3229,-0.002860390668501855,-3316235.27,1158959280.3614926,17,5.0,0.41839553698768395,0.44342017297066255,-0.1398778843550713,1.1619918853815303,1.3018697697366015,0.00021312213736680873,-988.0521000000008,8.0,0.23508861707559006,0.44751528718543615,-0.3031303353908421,1.3160228981328166,1.6191532335236587,0.00017339383868684248,-999.8614999999991,25,0.5619473694769064,0.7533707983602034,-0.599856433884086,2.0299861961316576,2.6298426300157436,0.0004894112223572284,-850.2759000000005,23,0.493268537495203,0.7278092984109117,-0.5653324867294889,2.3014823648571827,2.8668148515866716,0.0002849734310459116,-1074.654300000002,23,0.44517739341061735,1.1160917849885035,-1.8727131543874755,2.7671982378353506,4.639911392222826,0.0003511385274687396,-980.1791999999987,19.0,0.7507746371048143,1.1712491914388738,-1.0781712471863178,3.0153571116117406,4.093528358798059,0.000567063215900888,0.0,aduial_nur_luith,0
